id,file_name,label,source_image,source_dataset,modality,attack_type,overlay_style,position
27,overlay_00027.jpg,jailbreak,safe_02481.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
28,overlay_00028.jpg,jailbreak,safe_01443.jpg,coco,image,overlay_prompt,caption,bottom-center
29,overlay_00029.jpg,jailbreak,safe_00781.jpg,coco,image,overlay_prompt,caption,bottom-center
30,overlay_00030.jpg,jailbreak,safe_01531.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
31,overlay_00031.jpg,jailbreak,safe_02005.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
32,overlay_00032.jpg,jailbreak,safe_00956.jpg,coco,image,overlay_prompt,caption,bottom-center
33,overlay_00033.jpg,jailbreak,safe_00026.jpg,coco,image,overlay_prompt,caption,bottom-center
34,overlay_00034.jpg,jailbreak,safe_00570.jpg,coco,image,overlay_prompt,caption,bottom-center
35,overlay_00035.jpg,jailbreak,safe_02374.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
36,overlay_00036.jpg,jailbreak,safe_01450.jpg,coco,image,overlay_prompt,caption,bottom-center
37,overlay_00037.jpg,jailbreak,safe_01191.jpg,coco,image,overlay_prompt,caption,bottom-center
38,overlay_00038.jpg,jailbreak,safe_02431.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
39,overlay_00039.jpg,jailbreak,safe_00558.jpg,coco,image,overlay_prompt,caption,bottom-center
40,overlay_00040.jpg,jailbreak,safe_00758.jpg,coco,image,overlay_prompt,caption,bottom-center
41,overlay_00041.jpg,jailbreak,safe_01176.jpg,coco,image,overlay_prompt,caption,bottom-center
42,overlay_00042.jpg,jailbreak,safe_02484.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
43,overlay_00043.jpg,jailbreak,safe_00340.jpg,coco,image,overlay_prompt,caption,bottom-center
44,overlay_00044.jpg,jailbreak,safe_01322.jpg,coco,image,overlay_prompt,caption,bottom-center
45,overlay_00045.jpg,jailbreak,safe_00353.jpg,coco,image,overlay_prompt,caption,bottom-center
46,overlay_00046.jpg,jailbreak,safe_01249.jpg,coco,image,overlay_prompt,caption,bottom-center
47,overlay_00047.jpg,jailbreak,safe_01202.jpg,coco,image,overlay_prompt,caption,bottom-center
48,overlay_00048.jpg,jailbreak,safe_02058.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
49,overlay_00049.jpg,jailbreak,safe_00916.jpg,coco,image,overlay_prompt,caption,bottom-center
50,overlay_00050.jpg,jailbreak,safe_00143.jpg,coco,image,overlay_prompt,caption,bottom-center
51,overlay_00051.jpg,jailbreak,safe_01569.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
52,overlay_00052.jpg,jailbreak,safe_01831.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
53,overlay_00053.jpg,jailbreak,safe_00447.jpg,coco,image,overlay_prompt,caption,bottom-center
54,overlay_00054.jpg,jailbreak,safe_01317.jpg,coco,image,overlay_prompt,caption,bottom-center
55,overlay_00055.jpg,jailbreak,safe_00287.jpg,coco,image,overlay_prompt,caption,bottom-center
56,overlay_00056.jpg,jailbreak,safe_01888.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
57,overlay_00057.jpg,jailbreak,safe_01010.jpg,coco,image,overlay_prompt,caption,bottom-center
58,overlay_00058.jpg,jailbreak,safe_02138.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
59,overlay_00059.jpg,jailbreak,safe_02111.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
60,overlay_00060.jpg,jailbreak,safe_01256.jpg,coco,image,overlay_prompt,caption,bottom-center
61,overlay_00061.jpg,jailbreak,safe_01967.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
62,overlay_00062.jpg,jailbreak,safe_00690.jpg,coco,image,overlay_prompt,caption,bottom-center
63,overlay_00063.jpg,jailbreak,safe_00246.jpg,coco,image,overlay_prompt,caption,bottom-center
64,overlay_00064.jpg,jailbreak,safe_00150.jpg,coco,image,overlay_prompt,caption,bottom-center
65,overlay_00065.jpg,jailbreak,safe_02259.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
66,overlay_00066.jpg,jailbreak,safe_00803.jpg,coco,image,overlay_prompt,caption,bottom-center
67,overlay_00067.jpg,jailbreak,safe_00998.jpg,coco,image,overlay_prompt,caption,bottom-center
68,overlay_00068.jpg,jailbreak,safe_00290.jpg,coco,image,overlay_prompt,caption,bottom-center
69,overlay_00069.jpg,jailbreak,safe_02462.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
70,overlay_00070.jpg,jailbreak,safe_00363.jpg,coco,image,overlay_prompt,caption,bottom-center
71,overlay_00071.jpg,jailbreak,safe_02416.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
72,overlay_00072.jpg,jailbreak,safe_02424.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
73,overlay_00073.jpg,jailbreak,safe_01547.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
74,overlay_00074.jpg,jailbreak,safe_02164.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
75,overlay_00075.jpg,jailbreak,safe_01265.jpg,coco,image,overlay_prompt,caption,bottom-center
76,overlay_00076.jpg,jailbreak,safe_00581.jpg,coco,image,overlay_prompt,caption,bottom-center
77,overlay_00077.jpg,jailbreak,safe_01284.jpg,coco,image,overlay_prompt,caption,bottom-center
78,overlay_00078.jpg,jailbreak,safe_01238.jpg,coco,image,overlay_prompt,caption,bottom-center
79,overlay_00079.jpg,jailbreak,safe_00743.jpg,coco,image,overlay_prompt,caption,bottom-center
80,overlay_00080.jpg,jailbreak,safe_02286.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
81,overlay_00081.jpg,jailbreak,safe_00922.jpg,coco,image,overlay_prompt,caption,bottom-center
82,overlay_00082.jpg,jailbreak,safe_02333.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
83,overlay_00083.jpg,jailbreak,safe_02219.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
84,overlay_00084.jpg,jailbreak,safe_00253.jpg,coco,image,overlay_prompt,caption,bottom-center
85,overlay_00085.jpg,jailbreak,safe_02079.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
86,overlay_00086.jpg,jailbreak,safe_02161.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
87,overlay_00087.jpg,jailbreak,safe_00608.jpg,coco,image,overlay_prompt,caption,bottom-center
88,overlay_00088.jpg,jailbreak,safe_01820.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
89,overlay_00089.jpg,jailbreak,safe_02487.jpg,flickr30k,image,overlay_prompt,caption,bottom-center
90,overlay_00090.jpg,jailbreak,safe_00583.jpg,coco,image,overlay_prompt,caption,bottom-center
91,overlay_00091.jpg,jailbreak,safe_01576.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
92,overlay_00092.jpg,jailbreak,safe_01321.jpg,coco,image,overlay_prompt,sticky_note,top-right
93,overlay_00093.jpg,jailbreak,safe_00931.jpg,coco,image,overlay_prompt,sticky_note,top-right
94,overlay_00094.jpg,jailbreak,safe_02184.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
95,overlay_00095.jpg,jailbreak,safe_01901.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
96,overlay_00096.jpg,jailbreak,safe_00775.jpg,coco,image,overlay_prompt,sticky_note,top-right
97,overlay_00097.jpg,jailbreak,safe_02336.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
98,overlay_00098.jpg,jailbreak,safe_01137.jpg,coco,image,overlay_prompt,sticky_note,top-right
99,overlay_00099.jpg,jailbreak,safe_00190.jpg,coco,image,overlay_prompt,sticky_note,top-right
100,overlay_00100.jpg,jailbreak,safe_00808.jpg,coco,image,overlay_prompt,sticky_note,top-right
101,overlay_00101.jpg,jailbreak,safe_02473.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
102,overlay_00102.jpg,jailbreak,safe_01103.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
103,overlay_00103.jpg,jailbreak,safe_01388.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
104,overlay_00104.jpg,jailbreak,safe_00924.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
105,overlay_00105.jpg,jailbreak,safe_00234.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
106,overlay_00106.jpg,jailbreak,safe_00746.jpg,coco,image,overlay_prompt,sticky_note,top-right
107,overlay_00107.jpg,jailbreak,safe_01935.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
108,overlay_00108.jpg,jailbreak,safe_01100.jpg,coco,image,overlay_prompt,sticky_note,top-right
109,overlay_00109.jpg,jailbreak,safe_00750.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
110,overlay_00110.jpg,jailbreak,safe_02242.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
111,overlay_00111.jpg,jailbreak,safe_01693.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
112,overlay_00112.jpg,jailbreak,safe_01372.jpg,coco,image,overlay_prompt,sticky_note,top-right
113,overlay_00113.jpg,jailbreak,safe_02194.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
114,overlay_00114.jpg,jailbreak,safe_01568.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
115,overlay_00115.jpg,jailbreak,safe_00517.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
116,overlay_00116.jpg,jailbreak,safe_00917.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
117,overlay_00117.jpg,jailbreak,safe_02485.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
118,overlay_00118.jpg,jailbreak,safe_00857.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
119,overlay_00119.jpg,jailbreak,safe_02454.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
120,overlay_00120.jpg,jailbreak,safe_01839.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
121,overlay_00121.jpg,jailbreak,safe_00911.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
122,overlay_00122.jpg,jailbreak,safe_01985.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
123,overlay_00123.jpg,jailbreak,safe_01469.jpg,coco,image,overlay_prompt,sticky_note,top-right
124,overlay_00124.jpg,jailbreak,safe_01983.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
125,overlay_00125.jpg,jailbreak,safe_01382.jpg,coco,image,overlay_prompt,sticky_note,top-right
126,overlay_00126.jpg,jailbreak,safe_01257.jpg,coco,image,overlay_prompt,sticky_note,top-right
127,overlay_00127.jpg,jailbreak,safe_02340.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
128,overlay_00128.jpg,jailbreak,safe_00505.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
129,overlay_00129.jpg,jailbreak,safe_01737.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
130,overlay_00130.jpg,jailbreak,safe_01675.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
131,overlay_00131.jpg,jailbreak,safe_00335.jpg,coco,image,overlay_prompt,sticky_note,top-right
132,overlay_00132.jpg,jailbreak,safe_00156.jpg,coco,image,overlay_prompt,sticky_note,top-right
133,overlay_00133.jpg,jailbreak,safe_00399.jpg,coco,image,overlay_prompt,sticky_note,top-right
134,overlay_00134.jpg,jailbreak,safe_00553.jpg,coco,image,overlay_prompt,sticky_note,top-right
135,overlay_00135.jpg,jailbreak,safe_02136.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
136,overlay_00136.jpg,jailbreak,safe_00573.jpg,coco,image,overlay_prompt,sticky_note,top-right
137,overlay_00137.jpg,jailbreak,safe_02475.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
138,overlay_00138.jpg,jailbreak,safe_02028.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
139,overlay_00139.jpg,jailbreak,safe_00218.jpg,coco,image,overlay_prompt,sticky_note,top-right
140,overlay_00140.jpg,jailbreak,safe_01343.jpg,coco,image,overlay_prompt,sticky_note,top-right
141,overlay_00141.jpg,jailbreak,safe_01330.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
142,overlay_00142.jpg,jailbreak,safe_02026.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
143,overlay_00143.jpg,jailbreak,safe_01596.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
144,overlay_00144.jpg,jailbreak,safe_01796.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
145,overlay_00145.jpg,jailbreak,safe_00872.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
146,overlay_00146.jpg,jailbreak,safe_01892.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
147,overlay_00147.jpg,jailbreak,safe_00045.jpg,coco,image,overlay_prompt,sticky_note,top-right
148,overlay_00148.jpg,jailbreak,safe_00418.jpg,coco,image,overlay_prompt,sticky_note,top-right
149,overlay_00149.jpg,jailbreak,safe_01833.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
150,overlay_00150.jpg,jailbreak,safe_02360.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
151,overlay_00151.jpg,jailbreak,safe_02186.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
152,overlay_00152.jpg,jailbreak,safe_02425.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
153,overlay_00153.jpg,jailbreak,safe_02494.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
154,overlay_00154.jpg,jailbreak,safe_01012.jpg,coco,image,overlay_prompt,sticky_note,top-right
155,overlay_00155.jpg,jailbreak,safe_01488.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
156,overlay_00156.jpg,jailbreak,safe_00565.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
157,overlay_00157.jpg,jailbreak,safe_01548.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
158,overlay_00158.jpg,jailbreak,safe_00016.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
159,overlay_00159.jpg,jailbreak,safe_00912.jpg,coco,image,overlay_prompt,sticky_note,top-right
160,overlay_00160.jpg,jailbreak,safe_01699.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
161,overlay_00161.jpg,jailbreak,safe_00631.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
162,overlay_00162.jpg,jailbreak,safe_01726.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
163,overlay_00163.jpg,jailbreak,safe_00382.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
164,overlay_00164.jpg,jailbreak,safe_02128.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
165,overlay_00165.jpg,jailbreak,safe_01034.jpg,coco,image,overlay_prompt,sticky_note,top-right
166,overlay_00166.jpg,jailbreak,safe_02181.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
167,overlay_00167.jpg,jailbreak,safe_02237.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
168,overlay_00168.jpg,jailbreak,safe_02354.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
169,overlay_00169.jpg,jailbreak,safe_02448.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
170,overlay_00170.jpg,jailbreak,safe_02278.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
171,overlay_00171.jpg,jailbreak,safe_01301.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
172,overlay_00172.jpg,jailbreak,safe_00577.jpg,coco,image,overlay_prompt,sticky_note,top-right
173,overlay_00173.jpg,jailbreak,safe_01841.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
174,overlay_00174.jpg,jailbreak,safe_01802.jpg,flickr30k,image,overlay_prompt,sticky_note,top-right
175,overlay_00175.jpg,jailbreak,safe_00005.jpg,coco,image,overlay_prompt,sticky_note,top-right
176,overlay_00176.jpg,jailbreak,safe_02036.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
177,overlay_00177.jpg,jailbreak,safe_01136.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
178,overlay_00178.jpg,jailbreak,safe_01660.jpg,flickr30k,image,overlay_prompt,sticky_note,bottom-left
179,overlay_00179.jpg,jailbreak,safe_00067.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
180,overlay_00180.jpg,jailbreak,safe_00408.jpg,coco,image,overlay_prompt,sticky_note,bottom-left
181,overlay_00181.jpg,jailbreak,safe_01261.jpg,coco,image,overlay_prompt,ui_overlay,top-right
182,overlay_00182.jpg,jailbreak,safe_01065.jpg,coco,image,overlay_prompt,ui_overlay,top-center
183,overlay_00183.jpg,jailbreak,safe_00838.jpg,coco,image,overlay_prompt,ui_overlay,top-center
184,overlay_00184.jpg,jailbreak,safe_00198.jpg,coco,image,overlay_prompt,ui_overlay,top-right
185,overlay_00185.jpg,jailbreak,safe_00841.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
186,overlay_00186.jpg,jailbreak,safe_02326.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
187,overlay_00187.jpg,jailbreak,safe_02397.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-right
188,overlay_00188.jpg,jailbreak,safe_00312.jpg,coco,image,overlay_prompt,ui_overlay,top-center
189,overlay_00189.jpg,jailbreak,safe_01655.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
190,overlay_00190.jpg,jailbreak,safe_00245.jpg,coco,image,overlay_prompt,ui_overlay,top-center
191,overlay_00191.jpg,jailbreak,safe_01807.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-right
192,overlay_00192.jpg,jailbreak,safe_00452.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
193,overlay_00193.jpg,jailbreak,safe_00462.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
194,overlay_00194.jpg,jailbreak,safe_01617.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
195,overlay_00195.jpg,jailbreak,safe_01877.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
196,overlay_00196.jpg,jailbreak,safe_00590.jpg,coco,image,overlay_prompt,ui_overlay,top-right
197,overlay_00197.jpg,jailbreak,safe_02312.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
198,overlay_00198.jpg,jailbreak,safe_01792.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
199,overlay_00199.jpg,jailbreak,safe_02065.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
200,overlay_00200.jpg,jailbreak,safe_01451.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
201,overlay_00201.jpg,jailbreak,safe_00747.jpg,coco,image,overlay_prompt,ui_overlay,top-right
202,overlay_00202.jpg,jailbreak,safe_02357.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-right
203,overlay_00203.jpg,jailbreak,safe_00716.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
204,overlay_00204.jpg,jailbreak,safe_01089.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
205,overlay_00205.jpg,jailbreak,safe_02291.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
206,overlay_00206.jpg,jailbreak,safe_01300.jpg,coco,image,overlay_prompt,ui_overlay,top-center
207,overlay_00207.jpg,jailbreak,safe_01496.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
208,overlay_00208.jpg,jailbreak,safe_01762.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
209,overlay_00209.jpg,jailbreak,safe_01540.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
210,overlay_00210.jpg,jailbreak,safe_00437.jpg,coco,image,overlay_prompt,ui_overlay,top-right
211,overlay_00211.jpg,jailbreak,safe_00860.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
212,overlay_00212.jpg,jailbreak,safe_00796.jpg,coco,image,overlay_prompt,ui_overlay,top-center
213,overlay_00213.jpg,jailbreak,safe_00219.jpg,coco,image,overlay_prompt,ui_overlay,top-right
214,overlay_00214.jpg,jailbreak,safe_01182.jpg,coco,image,overlay_prompt,ui_overlay,top-right
215,overlay_00215.jpg,jailbreak,safe_00071.jpg,coco,image,overlay_prompt,ui_overlay,top-right
216,overlay_00216.jpg,jailbreak,safe_02001.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
217,overlay_00217.jpg,jailbreak,safe_01893.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
218,overlay_00218.jpg,jailbreak,safe_00810.jpg,coco,image,overlay_prompt,ui_overlay,top-right
219,overlay_00219.jpg,jailbreak,safe_02004.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
220,overlay_00220.jpg,jailbreak,safe_02436.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
221,overlay_00221.jpg,jailbreak,safe_00028.jpg,coco,image,overlay_prompt,ui_overlay,top-right
222,overlay_00222.jpg,jailbreak,safe_00252.jpg,coco,image,overlay_prompt,ui_overlay,top-center
223,overlay_00223.jpg,jailbreak,safe_00204.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
224,overlay_00224.jpg,jailbreak,safe_00807.jpg,coco,image,overlay_prompt,ui_overlay,top-center
225,overlay_00225.jpg,jailbreak,safe_00239.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
226,overlay_00226.jpg,jailbreak,safe_00100.jpg,coco,image,overlay_prompt,ui_overlay,top-right
227,overlay_00227.jpg,jailbreak,safe_01154.jpg,coco,image,overlay_prompt,ui_overlay,top-right
228,overlay_00228.jpg,jailbreak,safe_02126.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
229,overlay_00229.jpg,jailbreak,safe_01753.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-right
230,overlay_00230.jpg,jailbreak,safe_00832.jpg,coco,image,overlay_prompt,ui_overlay,top-right
231,overlay_00231.jpg,jailbreak,safe_00957.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
232,overlay_00232.jpg,jailbreak,safe_01653.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
233,overlay_00233.jpg,jailbreak,safe_00755.jpg,coco,image,overlay_prompt,ui_overlay,top-right
234,overlay_00234.jpg,jailbreak,safe_02156.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
235,overlay_00235.jpg,jailbreak,safe_00481.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
236,overlay_00236.jpg,jailbreak,safe_01950.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
237,overlay_00237.jpg,jailbreak,safe_01965.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-right
238,overlay_00238.jpg,jailbreak,safe_01612.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
239,overlay_00239.jpg,jailbreak,safe_00847.jpg,coco,image,overlay_prompt,ui_overlay,top-center
240,overlay_00240.jpg,jailbreak,safe_02104.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-center
241,overlay_00241.jpg,jailbreak,safe_01406.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
242,overlay_00242.jpg,jailbreak,safe_00685.jpg,coco,image,overlay_prompt,ui_overlay,top-center
243,overlay_00243.jpg,jailbreak,safe_00346.jpg,coco,image,overlay_prompt,ui_overlay,top-center
244,overlay_00244.jpg,jailbreak,safe_02411.jpg,flickr30k,image,overlay_prompt,ui_overlay,top-right
245,overlay_00245.jpg,jailbreak,safe_01475.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
246,overlay_00246.jpg,jailbreak,safe_01236.jpg,coco,image,overlay_prompt,ui_overlay,top-center
247,overlay_00247.jpg,jailbreak,safe_01453.jpg,coco,image,overlay_prompt,ui_overlay,top-center
248,overlay_00248.jpg,jailbreak,safe_01421.jpg,coco,image,overlay_prompt,ui_overlay,top-right
249,overlay_00249.jpg,jailbreak,safe_01594.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
250,overlay_00250.jpg,jailbreak,safe_00183.jpg,coco,image,overlay_prompt,ui_overlay,top-right
251,overlay_00251.jpg,jailbreak,safe_00358.jpg,coco,image,overlay_prompt,ui_overlay,top-center
252,overlay_00252.jpg,jailbreak,safe_00211.jpg,coco,image,overlay_prompt,ui_overlay,top-center
253,overlay_00253.jpg,jailbreak,safe_01395.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
254,overlay_00254.jpg,jailbreak,safe_01184.jpg,coco,image,overlay_prompt,ui_overlay,top-center
255,overlay_00255.jpg,jailbreak,safe_00396.jpg,coco,image,overlay_prompt,ui_overlay,top-right
256,overlay_00256.jpg,jailbreak,safe_00862.jpg,coco,image,overlay_prompt,ui_overlay,top-right
257,overlay_00257.jpg,jailbreak,safe_00689.jpg,coco,image,overlay_prompt,ui_overlay,bottom-right
258,overlay_00258.jpg,jailbreak,safe_02099.jpg,flickr30k,image,overlay_prompt,ui_overlay,bottom-right
