image_id,filename,file_path,label,label_name,category,width,height,format,split
IMG_SAFE_00231,safe_00231.jpg,vision_detector/dataset/safe/safe_00231.jpg,0,SAFE,benign_nature_visual,640,456,JPEG,test
IMG_JAIL_00397,jailbreak_00397.jpg,vision_detector/dataset/jailbreak/jailbreak_00397.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00913,jailbreak_00913.jpg,vision_detector/dataset/jailbreak/jailbreak_00913.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00572,jailbreak_00572.jpg,vision_detector/dataset/jailbreak/jailbreak_00572.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00337,jailbreak_00337.jpg,vision_detector/dataset/jailbreak/jailbreak_00337.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00646,jailbreak_00646.jpg,vision_detector/dataset/jailbreak/jailbreak_00646.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,val
IMG_SAFE_00606,safe_00606.jpg,vision_detector/dataset/safe/safe_00606.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,train
IMG_SAFE_00798,safe_00798.jpg,vision_detector/dataset/safe/safe_00798.jpg,0,SAFE,benign_nature_visual,500,375,JPEG,train
IMG_JAIL_00851,jailbreak_00851.jpg,vision_detector/dataset/jailbreak/jailbreak_00851.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00370,jailbreak_00370.jpg,vision_detector/dataset/jailbreak/jailbreak_00370.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00439,jailbreak_00439.jpg,vision_detector/dataset/jailbreak/jailbreak_00439.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,val
IMG_SAFE_00066,safe_00066.jpg,vision_detector/dataset/safe/safe_00066.jpg,0,SAFE,benign_nature_visual,500,333,JPEG,train
IMG_SAFE_00429,safe_00429.jpg,vision_detector/dataset/safe/safe_00429.jpg,0,SAFE,benign_nature_visual,640,424,JPEG,train
IMG_JAIL_00764,jailbreak_00764.jpg,vision_detector/dataset/jailbreak/jailbreak_00764.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,test
IMG_JAIL_00218,jailbreak_00218.jpg,vision_detector/dataset/jailbreak/jailbreak_00218.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,val
IMG_SAFE_00855,safe_00855.jpg,vision_detector/dataset/safe/safe_00855.jpg,0,SAFE,benign_nature_visual,640,578,JPEG,train
IMG_JAIL_00576,jailbreak_00576.jpg,vision_detector/dataset/jailbreak/jailbreak_00576.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00396,jailbreak_00396.jpg,vision_detector/dataset/jailbreak/jailbreak_00396.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00346,jailbreak_00346.jpg,vision_detector/dataset/jailbreak/jailbreak_00346.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,test
IMG_SAFE_00938,safe_00938.jpg,vision_detector/dataset/safe/safe_00938.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,test
IMG_SAFE_00701,safe_00701.jpg,vision_detector/dataset/safe/safe_00701.jpg,0,SAFE,benign_nature_visual,427,640,JPEG,test
IMG_SAFE_00273,safe_00273.jpg,vision_detector/dataset/safe/safe_00273.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00170,jailbreak_00170.jpg,vision_detector/dataset/jailbreak/jailbreak_00170.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_SAFE_00334,safe_00334.jpg,vision_detector/dataset/safe/safe_00334.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_SAFE_00157,safe_00157.jpg,vision_detector/dataset/safe/safe_00157.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,test
IMG_SAFE_00910,safe_00910.jpg,vision_detector/dataset/safe/safe_00910.jpg,0,SAFE,benign_nature_visual,500,375,JPEG,train
IMG_SAFE_00520,safe_00520.jpg,vision_detector/dataset/safe/safe_00520.jpg,0,SAFE,benign_nature_visual,640,425,JPEG,train
IMG_SAFE_00302,safe_00302.jpg,vision_detector/dataset/safe/safe_00302.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_SAFE_00118,safe_00118.jpg,vision_detector/dataset/safe/safe_00118.jpg,0,SAFE,benign_nature_visual,435,640,JPEG,train
IMG_SAFE_00677,safe_00677.jpg,vision_detector/dataset/safe/safe_00677.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,val
IMG_JAIL_00448,jailbreak_00448.jpg,vision_detector/dataset/jailbreak/jailbreak_00448.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00097,jailbreak_00097.jpg,vision_detector/dataset/jailbreak/jailbreak_00097.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00348,jailbreak_00348.jpg,vision_detector/dataset/jailbreak/jailbreak_00348.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,val
IMG_SAFE_00497,safe_00497.jpg,vision_detector/dataset/safe/safe_00497.jpg,0,SAFE,benign_nature_visual,457,640,JPEG,val
IMG_SAFE_00793,safe_00793.jpg,vision_detector/dataset/safe/safe_00793.jpg,0,SAFE,benign_nature_visual,640,513,JPEG,train
IMG_JAIL_00257,jailbreak_00257.jpg,vision_detector/dataset/jailbreak/jailbreak_00257.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00806,safe_00806.jpg,vision_detector/dataset/safe/safe_00806.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,test
IMG_SAFE_00896,safe_00896.jpg,vision_detector/dataset/safe/safe_00896.jpg,0,SAFE,benign_nature_visual,500,500,JPEG,train
IMG_JAIL_00965,jailbreak_00965.jpg,vision_detector/dataset/jailbreak/jailbreak_00965.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00554,jailbreak_00554.jpg,vision_detector/dataset/jailbreak/jailbreak_00554.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,val
IMG_JAIL_00688,jailbreak_00688.jpg,vision_detector/dataset/jailbreak/jailbreak_00688.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00960,jailbreak_00960.jpg,vision_detector/dataset/jailbreak/jailbreak_00960.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00427,safe_00427.jpg,vision_detector/dataset/safe/safe_00427.jpg,0,SAFE,benign_nature_visual,500,375,JPEG,train
IMG_SAFE_00109,safe_00109.jpg,vision_detector/dataset/safe/safe_00109.jpg,0,SAFE,benign_nature_visual,640,411,JPEG,train
IMG_JAIL_00513,jailbreak_00513.jpg,vision_detector/dataset/jailbreak/jailbreak_00513.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00391,safe_00391.jpg,vision_detector/dataset/safe/safe_00391.jpg,0,SAFE,benign_nature_visual,640,479,JPEG,train
IMG_SAFE_00792,safe_00792.jpg,vision_detector/dataset/safe/safe_00792.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,test
IMG_JAIL_00200,jailbreak_00200.jpg,vision_detector/dataset/jailbreak/jailbreak_00200.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00774,safe_00774.jpg,vision_detector/dataset/safe/safe_00774.jpg,0,SAFE,benign_nature_visual,640,425,JPEG,train
IMG_JAIL_00296,jailbreak_00296.jpg,vision_detector/dataset/jailbreak/jailbreak_00296.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,test
IMG_JAIL_00521,jailbreak_00521.jpg,vision_detector/dataset/jailbreak/jailbreak_00521.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_SAFE_00220,safe_00220.jpg,vision_detector/dataset/safe/safe_00220.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,val
IMG_SAFE_00094,safe_00094.jpg,vision_detector/dataset/safe/safe_00094.jpg,0,SAFE,benign_nature_visual,640,479,JPEG,train
IMG_SAFE_00578,safe_00578.jpg,vision_detector/dataset/safe/safe_00578.jpg,0,SAFE,benign_nature_visual,640,479,JPEG,val
IMG_JAIL_00050,jailbreak_00050.jpg,vision_detector/dataset/jailbreak/jailbreak_00050.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00309,jailbreak_00309.jpg,vision_detector/dataset/jailbreak/jailbreak_00309.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_JAIL_00556,jailbreak_00556.jpg,vision_detector/dataset/jailbreak/jailbreak_00556.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,test
IMG_JAIL_00151,jailbreak_00151.jpg,vision_detector/dataset/jailbreak/jailbreak_00151.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00118,jailbreak_00118.jpg,vision_detector/dataset/jailbreak/jailbreak_00118.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00708,jailbreak_00708.jpg,vision_detector/dataset/jailbreak/jailbreak_00708.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00335,safe_00335.jpg,vision_detector/dataset/safe/safe_00335.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,train
IMG_JAIL_00689,jailbreak_00689.jpg,vision_detector/dataset/jailbreak/jailbreak_00689.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00419,safe_00419.jpg,vision_detector/dataset/safe/safe_00419.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,test
IMG_JAIL_00676,jailbreak_00676.jpg,vision_detector/dataset/jailbreak/jailbreak_00676.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00559,safe_00559.jpg,vision_detector/dataset/safe/safe_00559.jpg,0,SAFE,benign_nature_visual,640,481,JPEG,train
IMG_SAFE_00970,safe_00970.jpg,vision_detector/dataset/safe/safe_00970.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00006,jailbreak_00006.jpg,vision_detector/dataset/jailbreak/jailbreak_00006.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_SAFE_00576,safe_00576.jpg,vision_detector/dataset/safe/safe_00576.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_SAFE_00893,safe_00893.jpg,vision_detector/dataset/safe/safe_00893.jpg,0,SAFE,benign_nature_visual,500,333,JPEG,train
IMG_JAIL_00298,jailbreak_00298.jpg,vision_detector/dataset/jailbreak/jailbreak_00298.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_SAFE_00567,safe_00567.jpg,vision_detector/dataset/safe/safe_00567.jpg,0,SAFE,benign_nature_visual,334,500,JPEG,test
IMG_SAFE_00518,safe_00518.jpg,vision_detector/dataset/safe/safe_00518.jpg,0,SAFE,benign_nature_visual,500,333,JPEG,train
IMG_JAIL_00803,jailbreak_00803.jpg,vision_detector/dataset/jailbreak/jailbreak_00803.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00577,safe_00577.jpg,vision_detector/dataset/safe/safe_00577.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_SAFE_00056,safe_00056.jpg,vision_detector/dataset/safe/safe_00056.jpg,0,SAFE,benign_nature_visual,640,426,JPEG,train
IMG_SAFE_00864,safe_00864.jpg,vision_detector/dataset/safe/safe_00864.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,train
IMG_JAIL_00673,jailbreak_00673.jpg,vision_detector/dataset/jailbreak/jailbreak_00673.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00791,safe_00791.jpg,vision_detector/dataset/safe/safe_00791.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00365,jailbreak_00365.jpg,vision_detector/dataset/jailbreak/jailbreak_00365.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00751,safe_00751.jpg,vision_detector/dataset/safe/safe_00751.jpg,0,SAFE,benign_nature_visual,640,428,JPEG,train
IMG_SAFE_00005,safe_00005.jpg,vision_detector/dataset/safe/safe_00005.jpg,0,SAFE,benign_nature_visual,500,375,JPEG,val
IMG_SAFE_00918,safe_00918.jpg,vision_detector/dataset/safe/safe_00918.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00866,jailbreak_00866.jpg,vision_detector/dataset/jailbreak/jailbreak_00866.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00059,jailbreak_00059.jpg,vision_detector/dataset/jailbreak/jailbreak_00059.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,test
IMG_JAIL_00391,jailbreak_00391.jpg,vision_detector/dataset/jailbreak/jailbreak_00391.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00203,jailbreak_00203.jpg,vision_detector/dataset/jailbreak/jailbreak_00203.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,val
IMG_JAIL_00515,jailbreak_00515.jpg,vision_detector/dataset/jailbreak/jailbreak_00515.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00142,safe_00142.jpg,vision_detector/dataset/safe/safe_00142.jpg,0,SAFE,benign_nature_visual,500,375,JPEG,train
IMG_JAIL_00982,jailbreak_00982.jpg,vision_detector/dataset/jailbreak/jailbreak_00982.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,val
IMG_JAIL_00893,jailbreak_00893.jpg,vision_detector/dataset/jailbreak/jailbreak_00893.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00208,safe_00208.jpg,vision_detector/dataset/safe/safe_00208.jpg,0,SAFE,benign_nature_visual,427,640,JPEG,train
IMG_JAIL_00876,jailbreak_00876.jpg,vision_detector/dataset/jailbreak/jailbreak_00876.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,test
IMG_JAIL_00613,jailbreak_00613.jpg,vision_detector/dataset/jailbreak/jailbreak_00613.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,val
IMG_SAFE_00921,safe_00921.jpg,vision_detector/dataset/safe/safe_00921.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00778,jailbreak_00778.jpg,vision_detector/dataset/jailbreak/jailbreak_00778.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_SAFE_00283,safe_00283.jpg,vision_detector/dataset/safe/safe_00283.jpg,0,SAFE,benign_nature_visual,640,415,JPEG,val
IMG_JAIL_00421,jailbreak_00421.jpg,vision_detector/dataset/jailbreak/jailbreak_00421.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
